county,state,None,D0,D1,D2,D3,D4,blueVoter,redVoter,target
Randolph County,IN,95,5,0,0,0,0,3768,6218,1
Randolph County,MO,54.1,45.9,20.5,9.1,3,0,3031,6667,1
Randolph County,NC,69.5,30.5,9.1,0,0,0,14675,44913,1
Randolph County,WV,94.5,5.5,0,0,0,0,3325,6150,1
Rankin County,MS,67.2,32.8,16.8,6.3,2,0,14425,46318,1
Ransom County,ND,72,28,5.7,0.7,0,0,1341,1008,0
Rapides Parish,LA,65,35,15.5,4.2,0.5,0,20040,37187,1
Rappahannock County,VA,66.6,33.4,8,0,0,0,1971,2307,1
Ravalli County,MT,74.5,25.5,8.5,2.3,0,0,6466,12817,1
Rawlins County,KS,61.8,38.2,12.7,0,0,0,184,1207,1
Ray County,MO,55.5,44.5,18.9,9.1,3.5,0.4,4264,5805,1
Reagan County,TX,67.8,32.2,15.3,1.1,0,0,158,676,1
Real County,TX,59.5,40.5,23.1,6.7,1.8,0,277,1236,1
Red Lake County,MN,79.5,20.5,4.2,0,0,0,928,978,1
Red River County,TX,54,46,34.4,10.1,1.6,0,1482,3549,1
Red River Parish,LA,58.2,41.8,31.9,11.8,0,0,2253,2483,1
Red Willow County,NE,60.3,39.7,1.2,0,0,0,940,3855,1
Redwood County,MN,98.6,1.4,0,0,0,0,3008,4570,1
Reeves County,TX,79.7,20.3,7,0,0,0,1649,1185,0
Refugio County,TX,70.3,29.7,16.1,3,0.6,0,998,1659,1
Reno County,KS,59.6,40.4,25.3,17.6,6.8,0,7888,15398,1
Rensselaer County,NY,71.1,28.9,9.2,0,0,0,34713,27240,0
Renville County,MN,98,2,0,0,0,0,3394,4149,1
Renville County,ND,34.8,65.2,43.8,9.8,0,0,398,850,1
Republic County,KS,66.3,33.7,8.7,0,0,0,470,2098,1
Reynolds County,MO,65.2,34.8,20.3,7.8,0.4,0,1155,1927,1
Rhea County,TN,72.5,27.5,21,11.4,5.8,1.9,2625,7793,1
Rice County,KS,60.3,39.7,28.5,17.6,0.4,0,899,2631,1
Rice County,MN,98.9,1.1,0,0,0,0,17054,14380,0
Rich County,UT,49.8,50.2,23.2,1.7,0.1,0,83,907,1
Richardson County,NE,66.3,33.7,11.9,0.9,0,0,1180,2407,1
Richland County,IL,78.2,21.8,0.5,0,0,0,2360,4750,1
Richland County,MT,63,37,28.2,16.2,7.6,0.2,992,3479,1
Richland County,ND,76.9,23.1,4,0,0,0,3190,4213,1
Richland County,OH,87.5,12.5,4.3,0,0,0,21785,33057,1
Richland County,SC,65.8,34.2,4.6,0,0,0,94350,46725,0
Richland County,WI,89.9,10.1,0,0,0,0,4964,3575,0
Richland Parish,LA,60.5,39.5,18.4,12.4,1.7,0,4074,7316,1
Richmond County,GA,53.3,46.7,13.3,1.6,0,0,52461,25821,0
Richmond County,NC,73,27,5.8,0,0,0,9747,9236,0
Richmond County,NY,73.8,26.2,14.4,2.6,0,0,67524,66420,0
Richmond County,VA,83.1,16.9,0.2,0,0,0,1574,2160,1
Riley County,KS,63.8,36.2,18.6,10.8,0.5,0,8587,11157,1
Ringgold County,IA,61.5,38.5,10.2,0.9,0,0,1181,1366,1
Rio Arriba County,NM,38.9,61.1,46.5,41.3,34.6,20.1,11389,3373,0
Rio Blanco County,CO,37.5,62.5,38.2,21.5,7.1,0,561,2677,1
Rio Grande County,CO,49.1,50.9,40.5,38.3,26,0.1,2428,2892,1
Ripley County,IN,95.4,4.6,0,0,0,0,3241,7484,1
Ripley County,MO,60.6,39.4,26.9,10.2,0,0,1396,3743,1
Ritchie County,WV,95.9,4.1,0,0,0,0,762,2889,1
Riverside County,CA,23.3,76.7,52.4,31.8,6.3,0,287754,290227,1
Roane County,TN,74.9,25.1,17.1,7.5,3.9,1.4,6014,14719,1
Roane County,WV,97.1,2.9,0,0,0,0,1928,2973,1
Roanoke County,VA,0,0,0,0,0,0,19589,33344,1
Roberts County,SD,73.3,26.7,7.7,0,0,0,2302,1883,0
Roberts County,TX,60.6,39.4,23.6,15.5,12.4,4.8,25,408,1
Robertson County,KY,92.4,7.6,4.5,2.8,0,0,340,579,1
Robertson County,TN,80.1,19.9,5.1,3.2,0.7,0,8289,17641,1
Robertson County,TX,65.8,34.2,15,4.2,0.8,0,2792,4416,1
Robeson County,NC,71.9,28.1,4.5,0,0,0,23957,17093,0
Rock County,MN,88.2,11.8,1.2,0,0,0,1945,2810,1
Rock County,NE,86.5,13.5,1.2,0,0,0,103,669,1
Rock County,WI,94.8,5.2,0.1,0,0,0,49158,30492,0
Rock Island County,IL,67.6,32.4,3.5,0,0,0,39081,24888,0
Rockbridge County,VA,0,0,0,0,0,0,4087,5898,1
Rockcastle County,KY,89.8,10.2,5.2,3.8,1.2,0,1097,5028,1
Rockdale County,GA,68.4,31.6,21.7,14.6,8.6,1.5,21878,15671,0
Rockingham County,NC,64,36,12.2,0,0,0,16170,25037,1
Rockingham County,NH,62.4,37.6,24,20,7.5,0,80096,87809,1
Rockingham County,VA,71.8,28.2,5.2,0,0,0,10059,24173,1
Rockland County,NY,69.2,30.8,19.2,15,0,0,60446,52936,0
Rockwall County,TX,60.6,39.4,16.2,1.8,0,0,8112,27098,1
Roger Mills County,OK,44.8,55.2,39.5,26,15,4.2,272,1402,1
Rogers County,OK,46.7,53.3,29.2,8.7,0,0,9146,27531,1
Rolette County,ND,34.9,65.1,38.6,3.5,0,0,3351,1090,0
Rooks County,KS,63.3,36.7,8.2,0,0,0,398,2159,1
Roosevelt County,MT,53.5,46.5,33.4,26.7,13.4,4.2,2044,1503,0
Roosevelt County,NM,53.1,46.9,29.8,21.8,8.5,0,1719,4032,1
Roscommon County,MI,93.6,6.4,0.9,0,0,0,6198,6701,1
Roseau County,MN,61.4,38.6,10.8,0,0,0,2772,4409,1
Rosebud County,MT,72.6,27.4,17.9,12,3.1,0.7,1478,2035,1
Ross County,OH,96.3,3.7,0,0,0,0,13895,14582,1
Routt County,CO,42.5,57.5,27.3,16.1,6.5,0,7389,5361,0
Rowan County,KY,91.4,8.6,6.2,3.2,0,0,3438,4035,1
Rowan County,NC,69.7,30.3,9.6,0,0,0,22529,38622,1
Runnels County,TX,67.5,32.5,11.2,0.8,0,0,517,3103,1
Rush County,IN,94.4,5.6,0,0,0,0,2221,4633,1
Rush County,KS,51.1,48.9,27.8,9.4,0,0,361,1151,1
Rusk County,TX,63,37,15.9,3.2,0,0,4451,13924,1
Rusk County,WI,96.6,3.4,0,0,0,0,3391,3673,1
Russell County,AL,56.2,43.8,24.1,9.9,4.4,0.2,10495,8276,0
Russell County,KS,52,48,23.3,7.7,0,0,584,2505,1
Russell County,KY,89,11,5.9,3.8,1.6,0,1445,6346,1
Russell County,VA,80.6,19.4,4.4,0.3,0,0,3716,8177,1
Rutherford County,NC,75.7,24.3,19.6,11.9,2.1,0,9277,18797,1
Rutherford County,TN,78.8,21.2,5.7,3.8,1.3,0,36400,60829,1
Rutland County,VT,58.9,41.1,20.6,2,0,0,17087,10834,0
Sabine County,TX,78.5,21.5,12.3,3.1,0,0,806,3726,1
Sabine Parish,LA,70.1,29.9,15.8,3.7,0.3,0,2194,7735,1
Sac County,IA,91.2,8.8,4.4,0,0,0,2117,3086,1
Sacramento County,CA,72.7,27.3,15.9,12.2,0,0,221063,157688,0
Sagadahoc County,ME,47.7,52.3,32.2,9.3,2.5,0,11821,8429,0
Saginaw County,MI,89.2,10.8,1.1,0,0,0,54372,42716,0
Saguache County,CO,47.8,52.2,39.5,35.2,22.9,0.9,1762,937,0
Salem County,NJ,84.7,15.3,2.5,0,0,0,14456,14214,0
Saline County,AR,64.2,35.8,20.8,5.7,2.1,0,12868,32962,1
Saline County,IL,78.3,21.7,0,0,0,0,3697,6803,1
Saline County,KS,61.6,38.4,26.5,15.1,1,0,6910,13697,1
Saline County,MO,55.8,44.2,20.4,7,0.6,0,3785,5096,1
Saline County,NE,77.7,22.3,2.3,0,0,0,2232,2518,1
Salt Lake County,UT,32.6,67.4,48.4,32.3,0,0,132686,198739,1
Saluda County,SC,51.4,48.6,16.9,0,0,0,3322,5130,1
Sampson County,NC,72.5,27.5,1.2,0,0,0,11496,14358,1
San Augustine County,TX,74.9,25.1,13.1,2.7,0,0,1193,2469,1
San Benito County,CA,22,78,24.1,16.2,13.8,8,8617,6052,0
San Bernardino County,CA,38.4,61.6,44.6,17.4,4.6,0.1,274203,245468,0
San Diego County,CA,0.3,99.7,58.3,37.1,9.9,0,478386,431046,0
San Francisco County,CA,66.3,33.7,3.6,0,0,0,267857,42654,0
San Jacinto County,TX,82.6,17.4,1.6,0,0,0,2410,7105,1
San Joaquin County,CA,68,32,18.2,14.1,9.9,0,80005,66742,0
San Juan County,CO,44.2,55.8,42.9,38.9,30.8,21.2,266,212,0
San Juan County,NM,27.4,72.6,53.3,42.3,34.4,26.1,15688,28779,1
San Juan County,UT,31.1,68.9,45.1,38.2,26.2,10.1,2062,3006,1
San Juan County,WA,58.4,41.6,17.1,0,0,0,6943,3061,0
San Luis Obispo County,CA,17.9,82.1,50.6,28.7,14.5,11.6,57655,56500,0
San Mateo County,CA,65.4,34.6,5.5,0,0,0,151036,56244,0
San Miguel County,CO,39.1,60.9,43.3,38.9,33.1,22.8,2961,1144,0
San Miguel County,NM,42.6,57.4,33.6,25,14.2,0.4,8754,2281,0
San Patricio County,TX,57.3,42.7,15.8,2.2,0.4,0,7854,11994,1
San Saba County,TX,61.3,38.7,18.9,5.7,0.5,0,323,1905,1
Sanborn County,SD,77.5,22.5,4.8,0.3,0,0,389,688,1
Sanders County,MT,55.5,44.5,18.4,6.5,0,0,1716,3971,1
Sandoval County,NM,35.1,64.9,44.9,36,22.6,8,26831,24124,0
Sandusky County,OH,84.4,15.6,1.1,0,0,0,14035,13491,0
Sangamon County,IL,63.1,36.9,11.1,0,0,0,41961,50131,1
Sanilac County,MI,89.1,10.9,3.9,0,0,0,7212,10961,1
Sanpete County,UT,23.3,76.7,57.1,35.9,21.4,8,889,7767,1
Santa Barbara County,CA,16.6,83.4,82.1,47.9,16.4,13.7,84279,59096,0
Santa Clara County,CA,57.2,42.8,18.1,9.4,4.9,0,343239,136347,0
Santa Cruz County,AZ,20.4,79.6,45.8,30.6,16.6,0,9486,4235,0
Santa Cruz County,CA,63.3,36.7,7.9,0.4,0,0,61106,17132,0
Santa Fe County,NM,38.4,61.6,43,35.8,20.3,3.3,49668,15145,0
Santa Rosa County,FL,72.4,27.6,13.3,3.8,0.6,0,17757,58169,1
Sarasota County,FL,78.9,21.1,11.4,5.8,0,0,95089,110489,1
Saratoga County,NY,77.7,22.3,6.9,1.8,0,0,48876,46829,0
Sargent County,ND,65,35,10.5,0.2,0,0,1073,876,0
Sarpy County,NE,88.7,11.3,0,0,0,0,24709,40318,1
Sauk County,WI,91.2,8.8,0,0,0,0,18718,12829,0
Saunders County,NE,89.1,10.9,0,0,0,0,3279,6725,1
Sawyer County,WI,96.9,3.1,0,0,0,0,4482,4436,0
Schenectady County,NY,80.2,19.8,5.8,0,0,0,33777,24608,0
Schleicher County,TX,62.6,37.4,20.4,4.1,0.5,0,220,781,1
Schley County,GA,51.5,48.5,24.2,8.2,4.5,0,448,1286,1
Schoharie County,NY,79.9,20.1,5.2,0,0,0,4862,6849,1
Schoolcraft County,MI,100,0,0,0,0,0,1865,2142,1
Schuyler County,IL,71.1,28.9,1.2,0,0,0,1726,2062,1
Schuyler County,MO,44.9,55.1,30,8,4,0,697,1174,1
Schuyler County,NY,77.5,22.5,15.6,9.5,5.5,0,3354,3942,1
Schuylkill County,PA,73.2,26.8,13.3,0,0,0,24453,32156,1
Scioto County,OH,94.5,5.5,0.7,0,0,0,14432,15023,1
Scotland County,MO,45.8,54.2,23.8,7.7,2.9,0,643,1246,1
Scotland County,NC,80.9,19.1,5.7,0,0,0,8131,5799,0
Scott County,AR,58.2,41.8,34.5,15.4,1.4,0,895,2630,1
Scott County,IA,73.9,26.1,2,0,0,0,50581,38223,0
Scott County,IL,58.1,41.9,15.4,0,0,0,910,1586,1
Scott County,IN,90.9,9.1,3.2,0.1,0,0,3998,4539,1
Scott County,KS,64.9,35.1,27.8,8.1,0,0,271,1702,1
Scott County,KY,92.6,7.4,4.8,3.2,0,0,7532,12679,1
Scott County,MN,99.4,0.6,0,0,0,0,29714,40321,1
Scott County,MO,71.7,28.3,5.4,0.5,0,0,5122,11623,1
Scott County,MS,65.7,34.3,20.5,8.5,2.8,0,4774,5728,1
Scott County,TN,81.1,18.9,8.3,4.9,1.8,0,1452,5117,1
Scott County,VA,83.2,16.8,6.2,1.2,0,0,2395,7439,1
Scotts Bluff County,NE,74,26,0.3,0,0,0,4193,9427,1
Screven County,GA,48.3,51.7,22,2,0,0,2769,3285,1
Scurry County,TX,61.6,38.4,25.4,15.8,1,0,837,4121,1
Searcy County,AR,64,36,27,15.1,0,0,814,2699,1
Sebastian County,AR,57,43,30.5,21.2,4.2,0,13083,29158,1
Sedgwick County,CO,66.4,33.6,12.4,0,0,0,419,881,1
Sedgwick County,KS,66.6,33.4,24.2,17.6,6.3,0,69373,104411,1
Seminole County,FL,72.5,27.5,8.7,3.7,0,0,96435,109939,1
Seminole County,GA,64.7,35.3,18.7,5.8,0,0,1475,2244,1
Seminole County,OK,64,36,24.9,12.6,0.1,0,2597,4852,1
Seneca County,NY,76.6,23.4,15.2,9.5,5.4,0,6526,5405,0
Seneca County,OH,84.7,15.3,2,0,0,0,10962,13025,1
Sequatchie County,TN,68.8,31.2,19.5,11.4,4.9,0.9,1488,3541,1
Sequoyah County,OK,57.4,42.6,27.2,21.9,2.5,0,4193,9573,1
Sevier County,AR,65.5,34.5,25.5,7.4,2.4,0,1042,3135,1
Sevier County,TN,73.7,26.3,18,10.9,2.5,0.7,7415,25979,1
Sevier County,UT,34.4,65.6,47.1,30.4,14.1,1.1,701,6961,1
Seward County,KS,54.3,45.7,34.9,23.9,13.9,5.3,1393,3495,1
Seward County,NE,82.7,17.3,0.4,0,0,0,2362,4947,1
Shackelford County,TX,76.7,23.3,6.1,1.5,0,0,131,1218,1
Shannon County,MO,61.2,38.8,23.9,8.4,0,0,1300,2260,1
Sharkey County,MS,67.3,32.7,15.3,6,1.4,0,1571,675,0
Sharp County,AR,67.7,32.3,24.9,10,1.5,0,2092,4920,1
Shasta County,CA,67.5,32.5,11.4,0,0,0,18184,34561,1
Shawano County,WI,93.4,6.6,0,0,0,0,8990,11017,1
Shawnee County,KS,56.3,43.7,23,16.7,6,0.4,35959,37226,1
Sheboygan County,WI,92.5,7.5,0,0,0,0,28356,34282,1
Shelby County,AL,55.4,44.6,29.7,18.2,11.4,5.2,19944,71243,1
Shelby County,IA,93.4,6.6,0.4,0,0,0,2468,3903,1
Shelby County,IL,82,18,0.7,0,0,0,3336,6837,1
Shelby County,IN,94.2,5.8,0,0,0,0,5357,10972,1
Shelby County,KY,91.6,8.4,4.7,2.8,0,0,6634,11790,1
Shelby County,MO,57.3,42.7,16.3,0.4,0,0,966,2188,1
Shelby County,OH,92.1,7.9,0.6,0,0,0,6065,16700,1
Shelby County,TN,79.7,20.3,7.2,1.9,0,0,232201,135536,0
Shelby County,TX,67.6,32.4,16.2,3.7,0,0,2318,6870,1
Shenandoah County,VA,82.8,17.2,0,0,0,0,6462,12526,1
Sherburne County,MN,97.1,2.9,0,0,0,0,17597,27848,1
Sheridan County,KS,65.8,34.2,4.7,0,0,0,165,1136,1
Sheridan County,MT,55.9,44.1,33.3,28.2,10.7,6,661,1203,1
Sheridan County,ND,50.2,49.8,24.4,6.9,2.2,0,161,637,1
Sheridan County,NE,83.3,16.7,2.3,0,0,0,389,2010,1
Sheridan County,WY,86.1,13.9,1.9,0,0,0,3618,10267,1
Sherman County,KS,69.5,30.5,15.2,0,0,0,575,1967,1
Sherman County,NE,73.6,26.4,7.6,0,0,0,549,919,1
Sherman County,OR,33,67,25.8,11.1,0,0,317,677,1
Sherman County,TX,64.5,35.5,21,14.4,9,0.5,121,908,1
Shiawassee County,MI,82.5,17.5,4.9,0,0,0,17197,15962,0
Shoshone County,ID,58.1,41.9,14.7,1.1,0,0,2277,2699,1
Sibley County,MN,99.6,0.4,0,0,0,0,2916,4693,1
Sierra County,CA,72.3,27.7,15.3,2.6,0,0,652,1056,1
Sierra County,NM,45.1,54.9,27.7,14.6,0.3,0,1963,2928,1
Silver Bow County,MT,68.1,31.9,15.3,0,0,0,10782,5374,0
Simpson County,KY,84.9,15.1,5.1,3.2,0,0,2650,4355,1
Simpson County,MS,67.7,32.3,8.9,4.1,1.1,0,4723,7424,1
Sioux County,IA,85.5,14.5,3.8,0,0,0,2683,14361,1
Sioux County,ND,56.1,43.9,33.6,14.9,3.2,0,900,223,0
Sioux County,NE,72.9,27.1,2,0,0,0,101,623,1
Siskiyou County,CA,60.2,39.8,17.4,8.9,1.3,0,7110,9844,1
Skagit County,WA,58,42,17.6,2.3,0,0,21875,19418,0
Skamania County,WA,48.1,51.9,28.1,8.3,0,0,2554,2624,1
Slope County,ND,35.7,64.3,31.2,11.2,7.8,0.3,83,341,1
Smith County,KS,63.5,36.5,6.1,0,0,0,345,1598,1
Smith County,MS,68.1,31.9,15.8,4.7,1.4,0,1979,6049,1
Smith County,TN,81.7,18.3,5.7,3.8,1.3,0,2467,4492,1
Smith County,TX,61.3,38.7,18,4.8,0,0,22101,61858,1
Smyth County,VA,80,20,5.6,0,0,0,4169,8376,1
Snohomish County,WA,58.2,41.8,17,2.9,0,0,169927,121642,0
Snyder County,PA,67.8,32.2,17.3,0,0,0,4672,10050,1
Socorro County,NM,54.5,45.5,28,17.7,2.6,0,3983,2698,0
Solano County,CA,56.1,43.9,15.4,8.3,0,0,87225,48364,0
Somerset County,MD,86.4,13.6,0,0,0,0,4478,4706,1
Somerset County,ME,81.9,18.1,6,1.7,0,0,12211,11798,0
Somerset County,NJ,72,28,18,8.3,0,0,70168,63159,0
Somerset County,PA,98.9,1.1,0,0,0,0,9420,23935,1
Somervell County,TX,67.3,32.7,12.7,4.8,0.2,0,609,2858,1
Sonoma County,CA,66.6,33.4,6.6,0,0,0,124504,45666,0
Southampton County,VA,82.1,17.9,0,0,0,0,4437,4733,1
Spalding County,GA,63.6,36.4,17.6,14.6,12.7,5.6,9884,14901,1
Spartanburg County,SC,66.8,33.2,18.3,11.4,2.8,0,40920,65951,1
Spencer County,IN,88.9,11.1,4.7,0,0,0,4026,5515,1
Spencer County,KY,91.1,8.9,5,3,0,0,2549,5726,1
Spink County,SD,46.1,53.9,18.6,3.1,0,0,1300,1670,1
Spokane County,WA,60.1,39.9,5.3,0,0,0,91977,104797,1
Spotsylvania County,VA,66.8,33.2,11.7,0.6,0,0,25150,31818,1
Stafford County,KS,58.2,41.8,27,14.3,6.8,0,403,1382,1
Stafford County,VA,66.7,33.3,14.1,1.8,0,0,27130,32429,1
Stanislaus County,CA,53.4,46.6,21.8,14.5,13.2,0,70609,69549,0
Stanley County,SD,46.4,53.6,30.8,9.1,0,0,435,1063,1
Stanly County,NC,63.3,36.7,8.3,0,0,0,8287,19698,1
Stanton County,KS,57.7,42.3,31.9,23.1,9.3,0.3,135,571,1
Stanton County,NE,89.2,10.8,1.5,0,0,0,607,1945,1
Stark County,IL,89.7,10.3,0,0,0,0,1095,1527,1
Stark County,ND,50.6,49.4,33.7,11.1,7.7,1.8,2805,8509,1
Stark County,OH,89.1,10.9,5.9,0,0,0,86314,86958,1
Starke County,IN,93.3,6.7,0,0,0,0,3809,4738,1
Starr County,TX,57.5,42.5,14.8,0.3,0,0,10248,1540,0
Stearns County,MN,94.8,5.2,0,0,0,0,33552,43015,1
Steele County,MN,99.6,0.4,0,0,0,0,8706,9903,1
Steele County,ND,74.4,25.6,0.8,0,0,0,515,495,0
Stephens County,GA,67.7,32.3,25.8,20.4,13.5,4.2,2123,7207,1
Stephens County,OK,69.3,30.7,13.2,4,0,0,3939,12907,1
Stephens County,TX,72.8,27.2,10.4,2.8,0,0,475,2891,1
Stephenson County,IL,92.6,7.4,0,0,0,0,7954,8742,1
Sterling County,TX,68.7,31.3,16.6,1.5,0,0,31,459,1
Steuben County,IN,95.8,4.2,0.1,0,0,0,4846,8542,1
Steuben County,NY,79.7,20.3,12.1,5.3,1.1,0,14586,20425,1
Stevens County,KS,55.6,44.4,35.4,26.5,14.3,6.5,241,1724,1
Stevens County,MN,90.4,9.6,2.5,0,0,0,2742,2766,1
Stevens County,WA,50.1,49.9,11,0.5,0,0,6014,10794,1
Stewart County,GA,54,46,20.7,9.4,4.4,0,1307,740,0
Stewart County,TN,85.4,14.6,5.1,3.2,0,0,2069,2963,1
Stillwater County,MT,85.9,14.1,7.1,1.4,0,0,1209,3237,1
Stoddard County,MO,67.3,32.7,12.6,0.9,0,0,3153,9496,1
Stokes County,NC,64.2,35.8,15.8,0,0,0,5969,15142,1
Stone County,AR,63.6,36.4,25.7,11.1,0.1,0,1356,3773,1
Stone County,MO,52.7,47.3,25.4,6.6,0,0,3920,11780,1
Stone County,MS,86.5,13.5,4.8,2.1,0.6,0,1794,4924,1
Stonewall County,TX,58.5,41.5,23.6,12.3,3.5,0,160,507,1
Story County,IA,81.9,18.1,7.1,0,0,0,25940,19557,0
Strafford County,NH,60.2,39.8,26.6,18.4,3.3,0,36026,26779,0
Stutsman County,ND,68.9,31.1,9.2,1.5,0,0,3561,5641,1
Sublette County,WY,76,24,0.1,0,0,0,767,3472,1
Suffolk County,MA,70.3,29.7,21.8,14.6,7,0,219208,58872,0
Suffolk County,NY,65.4,34.6,19.7,10.8,0,0,274830,259348,0
Sullivan County,IN,87.3,12.7,0,0,0,0,3191,4902,1
Sullivan County,MO,48.6,51.4,28.3,6.8,4.3,1.2,908,1610,1
Sullivan County,NH,64.8,35.2,24.9,13.4,0,0,12166,9269,0
Sullivan County,NY,72.6,27.4,14.8,5.7,0.8,0,13781,11148,0
Sullivan County,PA,79.6,20.4,0.1,0,0,0,1028,1859,1
Sullivan County,TN,77.3,22.7,6.1,1,0,0,15303,43528,1
Sully County,SD,41.7,58.3,30.6,10.5,1.1,0,186,611,1
Summers County,WV,86.3,13.7,0,0,0,0,1612,2968,1
Summit County,CO,50,50,26,19.8,5.6,0,9169,5495,0
Summit County,OH,82.9,17.1,7.8,0,0,0,147146,108700,0
Summit County,UT,45.3,54.7,31.9,8.8,0,0,7656,8464,1
Sumner County,KS,64,36,22.7,11.8,2,0,2617,6162,1
Sumner County,TN,81.4,18.6,5.5,3.5,1.3,0,18571,45979,1
Sumter County,AL,65.4,34.6,22.4,7.2,2.7,0,5420,1585,0
Sumter County,FL,82.7,17.3,5.2,1.5,0,0,19519,40644,1
Sumter County,GA,50.5,49.5,24.9,9.1,4.1,0,6370,5372,0
Sumter County,SC,73,27,2.1,0,0,0,27550,19266,0
Sunflower County,MS,76.1,23.9,12.1,3.5,1.2,0,7989,2907,0
Surry County,NC,73.9,26.1,12.9,0,0,0,9005,19753,1
Surry County,VA,81.1,18.9,0.2,0,0,0,2574,1671,0
Susquehanna County,PA,83.5,16.5,4.2,0,0,0,6891,10735,1
Sussex County,DE,89.2,10.8,1.3,0,0,0,39971,52116,1
Sussex County,NJ,70.6,29.4,16.9,11.5,0,0,23406,37215,1
Sussex County,VA,76.2,23.8,1.5,0,0,0,3350,2021,0
Sutter County,CA,61.9,38.1,19.9,0,0,0,8004,12576,1
Sutton County,TX,61,39,21.4,4.9,0.4,0,369,1110,1
Suwannee County,FL,75.2,24.8,4.3,0,0,0,4749,12672,1
Swain County,NC,72.5,27.5,20.5,13.6,5.3,1.2,2618,2976,1
Sweet Grass County,MT,85.8,14.2,7.5,0.9,0,0,473,1584,1
Sweetwater County,WY,57.2,42.8,13.6,1.4,0,0,4773,11427,1
Swift County,MN,94.1,5.9,0.5,0,0,0,2751,2248,0
Swisher County,TX,56.8,43.2,30.4,22.5,11.2,1.9,579,1654,1
Switzerland County,IN,94.2,5.8,2.1,0.4,0,0,1437,1872,1
Talbot County,GA,58.2,41.8,28.1,11.2,5.4,4,2264,1202,0
Talbot County,MD,88.1,11.9,1.3,0,0,0,7983,10442,1
Taliaferro County,GA,46.6,53.4,24.4,10.8,7.3,3.9,636,321,0
Talladega County,AL,56.5,43.5,27.2,13.8,8.8,5.5,13878,19217,1
Tallahatchie County,MS,70.9,29.1,16.1,7,1.2,0,3838,2480,0
Tallapoosa County,AL,60.2,39.8,22.2,11,6.7,4.2,6252,12303,1
Tama County,IA,82.4,17.6,2.7,0.1,0,0,4737,4076,0
Taney County,MO,60.3,39.7,18.6,10.6,0,0,5462,15713,1
Tangipahoa Parish,LA,79.6,20.4,4.5,1.3,0,0,17720,31583,1
Taos County,NM,45.9,54.1,43.3,38.9,34.3,19.6,11855,2710,0
Tarrant County,TX,57.7,42.3,17.9,6.9,1.6,0,252789,348686,1
Tate County,MS,75.5,24.5,10.5,1.9,0,0,4572,6666,1
Tattnall County,GA,56.1,43.9,16.5,2.3,0,0,1894,4702,1
Taylor County,FL,73.3,26.7,6.2,0,0,0,2761,6249,1
Taylor County,GA,53.8,46.2,23.4,6.8,4.8,2.6,1571,1948,1
Taylor County,IA,70.1,29.9,4.2,0,0,0,1261,1680,1
Taylor County,KY,89.6,10.4,5.1,3.5,0,0,3284,7551,1
Taylor County,TX,77.7,22.3,5.6,0.5,0,0,9725,32853,1
Taylor County,WI,94,6,0,0,0,0,3761,5597,1
Taylor County,WV,98.7,1.3,0,0,0,0,1933,3827,1
Tazewell County,IL,80.9,19.1,0,0,0,0,24385,35266,1
Tazewell County,VA,79.3,20.7,4.5,0,0,0,3661,13843,1
Tehama County,CA,58.6,41.4,20.5,0,0,0,6032,10791,1
Telfair County,GA,56.1,43.9,8.6,1.3,0,0,1804,2479,1
Teller County,CO,31.6,68.4,50.8,1.6,0,0,3894,7909,1
Tensas Parish,LA,59.1,40.9,23.7,8,1.8,0,1564,1230,0
Terrebonne Parish,LA,68.6,31.4,3.1,0,0,0,12071,29500,1
Terrell County,GA,52.8,47.2,22,8,1.9,0,2544,1834,0
Terrell County,TX,73.1,26.9,8.8,0.3,0,0,184,358,1
Terry County,TX,55.4,44.6,30.3,19.1,4.3,0,1059,2602,1
Teton County,ID,81.6,18.4,3.8,0,0,0,1926,2458,1
Teton County,MT,71.9,28.1,14,5.3,0.1,0,1073,2091,1
Teton County,WY,83,17,3.8,1.1,0,0,6211,4858,0
Texas County,MO,59.5,40.5,17.6,6,0,0,2871,7618,1
Texas County,OK,52.5,47.5,36.8,25.1,14.1,6.2,854,4908,1
Thayer County,NE,66.2,33.8,5.5,0,0,0,724,1853,1
Thomas County,GA,53.6,46.4,22.5,7.1,0.1,0,7651,11153,1
Thomas County,KS,64.8,35.2,12.4,0,0,0,576,2729,1
Thomas County,NE,84.7,15.3,2.1,0,0,0,42,360,1
Throckmorton County,TX,75.7,24.3,12,3,0,0,109,700,1
Thurston County,NE,89.2,10.8,1.3,0,0,0,1153,823,0
Thurston County,WA,54.9,45.1,27.2,8.5,0,0,64879,43703,0
Tift County,GA,51,49,24.6,5.4,0.6,0,4640,9171,1
Tillamook County,OR,54.7,45.3,29.8,9.3,0,0,6249,5670,0
Tillman County,OK,60,40,29.2,24.3,15,1.4,906,1813,1
Tioga County,NY,79.1,20.9,13.6,7.3,0.4,0,8263,11278,1
Tioga County,PA,82.1,17.9,13.8,4.6,0,0,5053,10599,1
Tippah County,MS,62.3,37.7,17.8,3.7,1.1,0,2254,6625,1
Tippecanoe County,IN,94.4,5.6,0,0,0,0,26642,28708,1
Tipton County,IN,95.5,4.5,0,0,0,0,2432,4773,1
Tipton County,TN,85,15,6.9,1.9,0,0,7020,16395,1
Tishomingo County,MS,50.4,49.6,24.9,5.6,1.8,0,1623,6070,1
Titus County,TX,58.2,41.8,27.8,10.3,0.4,0,2638,6062,1
